#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
UW|RPW2|D0|LCE|48.44488|-121.52654|694.0|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|LCQ|48.44488|-121.52654|694.0|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VCO|48.44488|-121.52654|694.0|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VDT|48.44488|-121.52654|694.0|0.0|0.0|0.0|System Temperature|1000.0|0.25|degC|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VEC|48.44488|-121.52654|694.0|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VEI|48.44488|-121.52654|694.0|0.0|0.0|0.0|System Voltage|1000.0|0.25|V|1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VM1|48.44488|-121.52654|693.0|1.0|0.0|-90.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VM2|48.44488|-121.52654|693.0|1.0|0.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VM3|48.44488|-121.52654|693.0|1.0|90.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-07-07T00:00:00|
UW|RPW2|D0|VPB|48.44488|-121.52654|694.0|0.0|0.0|0.0|Packet Buffer Usage|1.0|0.25|percent|1.0|2021-07-07T00:00:00|
UW|SAXON||ENE|48.683288|-122.160842|110.8|3.0|90.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-10-25T00:00:00|
UW|SAXON||ENN|48.683288|-122.160842|110.8|3.0|0.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-10-25T00:00:00|
UW|SAXON||ENZ|48.683288|-122.160842|110.8|3.0|0.0|-90.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-10-25T00:00:00|
UW|SAXON||HHE|48.683288|-122.160842|110.8|3.0|90.0|0.0|CASCADIA,Velocity Sensor,NANOMETRICS|301720000.0|1.0|m/s|100.0|2021-10-25T00:00:00|
UW|SAXON||HHN|48.683288|-122.160842|110.8|3.0|0.0|0.0|CASCADIA,Velocity Sensor,NANOMETRICS|301720000.0|1.0|m/s|100.0|2021-10-25T00:00:00|
UW|SAXON||HHZ|48.683288|-122.160842|110.8|3.0|0.0|-90.0|CASCADIA,Velocity Sensor,NANOMETRICS|301720000.0|1.0|m/s|100.0|2021-10-25T00:00:00|
UW|SAXON|D0|GAN|48.683288|-122.160842|110.8|0.0|0.0|0.0|Tiltmeter|1.0|0.25|counts|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GEL|48.683288|-122.160842|110.8|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|m|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GLA|48.683288|-122.160842|110.8|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GLO|48.683288|-122.160842|110.8|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GNS|48.683288|-122.160842|110.8|0.0|0.0|0.0|Accelerometer|1.0|0.25|counts|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GPL|48.683288|-122.160842|110.8|0.0|0.0|0.0|Geophone|1.0|0.25|counts|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|GST|48.683288|-122.160842|110.8|0.0|0.0|0.0|Linear Strain|1.0|0.25|counts|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|LCE|48.683288|-122.160842|110.8|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|LCQ|48.683288|-122.160842|110.8|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VCO|48.683288|-122.160842|110.8|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VDT|48.683288|-122.160842|110.8|0.0|0.0|0.0|Pressure|1000.0|0.25|degC|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VEC|48.683288|-122.160842|110.8|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VEI|48.683288|-122.160842|110.8|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|V|1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VM1|48.683288|-122.160842|110.8|3.0|0.0|-90.0|CASCADIA,Mass Position Seismometer,NANOMETRICS||||1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VM2|48.683288|-122.160842|110.8|3.0|0.0|0.0|CASCADIA,Mass Position Seismometer,NANOMETRICS||||1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VM3|48.683288|-122.160842|110.8|3.0|90.0|0.0|CASCADIA,Mass Position Seismometer,NANOMETRICS||||1.0|2021-10-25T00:00:00|
UW|SAXON|D0|VPB|48.683288|-122.160842|110.8|0.0|0.0|0.0|Geophone|1.0|0.25|percent|1.0|2021-10-25T00:00:00|
UW|SBES||EHZ|48.768139|-122.416328|119.0|0.0|0.0|-90.0|L4-437=K2-1571|595256000.0|1.0|M/S|100.0|2000-12-19T00:00:00|2002-08-07T00:00:00
UW|SBES||EHZ|48.768139|-122.416328|119.0|0.0|0.0|-90.0|L4-437=K2-1571|452985000.0|1.0|M/S|100.0|2002-08-08T00:00:00|2014-07-03T00:00:00
UW|SBES||ENE|48.768139|-122.416328|119.0|0.0|270.0|0.0|320SL-148=IDS24-SN107|267738.0|1.0|M/S**2|100.0|2000-03-04T00:00:00|2000-12-19T00:00:00
UW|SBES||ENE|48.768139|-122.416328|119.0|0.0|90.0|0.0|ES-T-0000=K2-1571|428155.0|1.0|M/S**2|100.0|2000-12-19T00:00:00|2014-07-03T00:00:00
UW|SBES||ENN|48.768139|-122.416328|119.0|0.0|0.0|0.0|320SL-148=IDS24-SN107|267738.0|1.0|M/S**2|100.0|2000-03-04T00:00:00|2000-12-19T00:00:00
UW|SBES||ENN|48.768139|-122.416328|119.0|0.0|0.0|0.0|ES-T-0000=K2-1571|428155.0|1.0|M/S**2|100.0|2000-12-19T00:00:00|2014-07-03T00:00:00
UW|SBES||ENZ|48.768139|-122.416328|119.0|0.0|0.0|-90.0|320SL-148=IDS24-SN107|267738.0|1.0|M/S**2|100.0|2000-03-04T00:00:00|2000-12-19T00:00:00
UW|SBES||ENZ|48.768139|-122.416328|119.0|0.0|0.0|-90.0|ES-T-0000=K2-1571|428155.0|1.0|M/S**2|100.0|2000-12-19T00:00:00|2014-07-03T00:00:00
UW|SDRO||HNE|48.508714|-122.237726|17.7|0.0|90.0|0.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2019-12-14T00:00:00|2020-09-30T00:00:00
UW|SDRO||HNE|48.508714|-122.237726|17.7|0.0|90.0|0.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2020-09-30T00:00:00|
UW|SDRO||HNN|48.508714|-122.237726|17.7|0.0|0.0|0.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2019-12-14T00:00:00|2020-09-30T00:00:00
UW|SDRO||HNN|48.508714|-122.237726|17.7|0.0|0.0|0.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2020-09-30T00:00:00|
UW|SDRO||HNZ|48.508714|-122.237726|17.7|0.0|0.0|-90.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2019-12-14T00:00:00|2020-09-30T00:00:00
UW|SDRO||HNZ|48.508714|-122.237726|17.7|0.0|0.0|-90.0|Accelerometer|204000.0|1.0|m/s**2|200.0|2020-09-30T00:00:00|
UW|SDRO|D0|GAN|48.508714|-122.237726|17.7|0.0|||Tiltmeter|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GEL|48.508714|-122.237726|17.7|0.0|||Electronic Test Point|1000.0|0.25|m|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GLA|48.508714|-122.237726|17.7|0.0|||Accelerometer|1000.0|0.25|deg|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GLO|48.508714|-122.237726|17.7|0.0|||Accelerometer|1000.0|0.25|deg|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GNS|48.508714|-122.237726|17.7|0.0|||Accelerometer|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GPL|48.508714|-122.237726|17.7|0.0|||Geophone|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|GST|48.508714|-122.237726|17.7|0.0|||Linear Strain|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|LCE|48.508714|-122.237726|17.7|0.0|||Clock Phase|1000000.0|0.25|s|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|LCQ|48.508714|-122.237726|17.7|0.0|||Clock Quality|1.0|0.25|%|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|VCO|48.508714|-122.237726|17.7|0.0|||Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|VDT|48.508714|-122.237726|17.7|0.0|||Pressure|1000.0|0.25|degC|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|VEC|48.508714|-122.237726|17.7|0.0|||System Current|1000.0|0.25|A|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|VEI|48.508714|-122.237726|17.7|0.0|||Electronic Test Point|1000.0|0.25|V|1.0|2020-09-30T00:00:00|
UW|SDRO|D0|VPB|48.508714|-122.237726|17.7|0.0|||Geophone|1.0|0.25|%|1.0|2020-09-30T00:00:00|
UW|SHUK||BHE|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2009-09-25T00:00:00|2010-10-19T00:00:00
UW|SHUK||BHE|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2010-10-19T00:00:00|2011-10-12T00:00:00
UW|SHUK||BHE|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2011-10-12T00:00:00|2020-09-30T00:00:00
UW|SHUK||BHN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2009-09-25T00:00:00|2010-10-19T00:00:00
UW|SHUK||BHN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2010-10-19T00:00:00|2011-10-12T00:00:00
UW|SHUK||BHN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2011-10-12T00:00:00|2020-09-30T00:00:00
UW|SHUK||BHZ|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2009-09-25T00:00:00|2010-10-19T00:00:00
UW|SHUK||BHZ|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2010-10-19T00:00:00|2011-10-12T00:00:00
UW|SHUK||BHZ|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CMG-6T,Velocity Sensor,GURALP|1260390000.0|1.0|m/s|50.0|2011-10-12T00:00:00|2020-09-30T00:00:00
UW|SHUK||ENE|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||ENE|48.85285|-121.67703|1515.4|0.6|90.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-09-10T00:00:00|
UW|SHUK||ENN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||ENN|48.85285|-121.67703|1515.4|0.6|0.0|0.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-09-10T00:00:00|
UW|SHUK||ENZ|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||ENZ|48.85285|-121.67703|1515.4|0.6|0.0|-90.0|CASCADIA COMPACT,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|100.0|2021-09-10T00:00:00|
UW|SHUK||HHE|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||HHE|48.85285|-121.67703|1515.4|0.6|90.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-09-10T00:00:00|
UW|SHUK||HHN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||HHN|48.85285|-121.67703|1515.4|0.6|0.0|0.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-09-10T00:00:00|
UW|SHUK||HHZ|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK||HHZ|48.85285|-121.67703|1515.4|0.6|0.0|-90.0|CASCADIA COMPACT,Velocity Sensor,NANOMETRICS|299640000.0|1.0|m/s|100.0|2021-09-10T00:00:00|
UW|SHUK|D0|GAN|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Gps Antenna Status|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GEL|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Gps Elevation|1000.0|0.25|m|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GLA|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Gps Latitude|1000.0|0.25|deg|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GLO|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Gps Longitude|1000.0|0.25|deg|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GNS|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Satellite Count|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GPL|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Clock Phase Lock|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|GST|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Clock Status|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|LCE|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|LCQ|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|VCO|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|VDT|48.85284|-121.67695|1516.0|0.0|0.0|0.0|System Temperature|1000.0|0.25|degC|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|VEC|48.85284|-121.67695|1516.0|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|VEI|48.85284|-121.67695|1516.0|0.0|0.0|0.0|System Voltage|1000.0|0.25|V|1.0|2020-09-30T00:00:00|
UW|SHUK|D0|VM1|48.85284|-121.67695|1516.0|0.0|0.0|-90.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK|D0|VM1|48.85285|-121.67703|1515.4|0.6|0.0|-90.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-09-10T00:00:00|
UW|SHUK|D0|VM2|48.85284|-121.67695|1516.0|0.0|0.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK|D0|VM2|48.85285|-121.67703|1515.4|0.6|0.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-09-10T00:00:00|
UW|SHUK|D0|VM3|48.85284|-121.67695|1516.0|0.0|90.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2020-09-30T00:00:00|2021-09-10T00:00:00
UW|SHUK|D0|VM3|48.85285|-121.67703|1515.4|0.6|90.0|0.0|CASCADIA COMPACT,Mass Position Seismometer,NANOMET||||1.0|2021-09-10T00:00:00|
UW|SHUK|D0|VPB|48.85284|-121.67695|1516.0|0.0|0.0|0.0|Packet Buffer Usage|1.0|0.25|percent|1.0|2020-09-30T00:00:00|
UW|SMSH||HNE|48.58641|-122.22551|97.3|0.0|90.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-10T00:00:00|
UW|SMSH||HNN|48.58641|-122.22551|97.3|0.0|0.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-10T00:00:00|
UW|SMSH||HNZ|48.58641|-122.22551|97.3|0.0|0.0|-90.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-10T00:00:00|
UW|SMSH|D0|GAN|48.58641|-122.22551|97.3|0.0|0.0|0.0|Tiltmeter|1.0|0.25|counts|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GEL|48.58641|-122.22551|97.3|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|m|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GLA|48.58641|-122.22551|97.3|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GLO|48.58641|-122.22551|97.3|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GNS|48.58641|-122.22551|97.3|0.0|0.0|0.0|Accelerometer|1.0|0.25|counts|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GPL|48.58641|-122.22551|97.3|0.0|0.0|0.0|Geophone|1.0|0.25|counts|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|GST|48.58641|-122.22551|97.3|0.0|0.0|0.0|Linear Strain|1.0|0.25|counts|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|LCE|48.58641|-122.22551|97.3|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|LCQ|48.58641|-122.22551|97.3|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|VCO|48.58641|-122.22551|97.3|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|VDT|48.58641|-122.22551|97.3|0.0|0.0|0.0|Pressure|1000.0|0.25|degC|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|VEC|48.58641|-122.22551|97.3|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|VEI|48.58641|-122.22551|97.3|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|V|1.0|2021-08-10T00:00:00|
UW|SMSH|D0|VPB|48.58641|-122.22551|97.3|0.0|0.0|0.0|Geophone|1.0|0.25|percent|1.0|2021-08-10T00:00:00|
UW|SUMAS||HNE|48.99333|-122.2589|12.1|0.0|90.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-04T16:54:17|
UW|SUMAS||HNN|48.99333|-122.2589|12.1|0.0|0.0|0.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-04T16:54:17|
UW|SUMAS||HNZ|48.99333|-122.2589|12.1|0.0|0.0|-90.0|TITAN,Accelerometer,NANOMETRICS|204000.0|1.0|m/s**2|200.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GAN|48.99333|-122.2589|12.1|0.0|0.0|0.0|Tiltmeter|1.0|0.25|counts|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GEL|48.99333|-122.2589|12.1|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|m|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GLA|48.99333|-122.2589|12.1|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GLO|48.99333|-122.2589|12.1|0.0|0.0|0.0|Accelerometer|1000.0|0.25|deg|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GNS|48.99333|-122.2589|12.1|0.0|0.0|0.0|Accelerometer|1.0|0.25|counts|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GPL|48.99333|-122.2589|12.1|0.0|0.0|0.0|Geophone|1.0|0.25|counts|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|GST|48.99333|-122.2589|12.1|0.0|0.0|0.0|Linear Strain|1.0|0.25|counts|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|LCE|48.99333|-122.2589|12.1|0.0|0.0|0.0|Clock Phase|1000000.0|0.25|s|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|LCQ|48.99333|-122.2589|12.1|0.0|0.0|0.0|Clock Quality|1.0|0.25|percent|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|VCO|48.99333|-122.2589|12.1|0.0|0.0|0.0|Voltage Controlled Oscillator|1.0|0.25|counts|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|VDT|48.99333|-122.2589|12.1|0.0|0.0|0.0|Pressure|1000.0|0.25|degC|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|VEC|48.99333|-122.2589|12.1|0.0|0.0|0.0|System Current|1000.0|0.25|A|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|VEI|48.99333|-122.2589|12.1|0.0|0.0|0.0|Electronic Test Point|1000.0|0.25|V|1.0|2021-08-04T16:54:17|
UW|SUMAS|D0|VPB|48.99333|-122.2589|12.1|0.0|0.0|0.0|Geophone|1.0|0.25|percent|1.0|2021-08-04T16:54:17|
TA|A05A||ACE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B||||0.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||ACE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||ACE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite||||0.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||BHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||BHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||BHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||BHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||BHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||BHN|48.998299|-122.085197|174.3|0.0|0.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||BHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||BHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||BHZ|48.998299|-122.085197|174.3|0.0|0.0|-90.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|630907000.0|0.2|M/S|40.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LCE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|1000000.0||S|1.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LCE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000000.0||S|1.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||LCE|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1000000.0||S|1.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LCQ|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite Baler Dec10 B|1.0||PERCENT|1.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LCQ|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||PERCENT|1.0|2006-01-26T00:37:00|2007-05-08T17:00:00
TA|A05A||LCQ|48.998299|-122.085197|174.3|0.0|0.0|0.0|Quanterra 330 Linear Phase Composite|1.0||PERCENT|1.0|2007-05-08T17:00:00|2009-01-08T17:59:40
TA|A05A||LHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2005-11-25T17:12:09|2006-01-26T00:37:00
TA|A05A||LHE|48.998299|-122.085197|174.3|0.0|90.9|0.0|Guralp CMG3T/Quanterra 330 Linear Phase Composite|629044000.0|0.03|M/S|1.0|2006-01-26T00:37:00|2007-05-08T17:00:00
